producto_id,mes,anio,descripcion_repuesto,marca_repuesto,cantidad_total,km_promedio,tipo_ot_desc,n_ots
01001-02051,8,2024,REPUESTO FALTANTE,SIN MARCA,1.0,122441.0,Reparación / Servicio,1
01001-02051,8,2025,REPUESTO FALTANTE,SIN MARCA,1.0,75895.0,Reparación / Servicio,1
01001-02051,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98551.0,Reparación / Servicio,1
01001-02051,9,2025,REPUESTO FALTANTE,SIN MARCA,2.0,70145.0,Reparación / Servicio,1
01001-02051,10,2024,REPUESTO FALTANTE,SIN MARCA,2.0,135592.0,Reparación / Servicio,2
01001-02051,10,2025,REPUESTO FALTANTE,SIN MARCA,2.0,128384.0,Reparación / Servicio,1
01001-02051,11,2024,REPUESTO FALTANTE,SIN MARCA,5.0,168452.0,Reparación / Servicio,2
01001-02051,12,2024,REPUESTO FALTANTE,SIN MARCA,2.0,164156.0,Reparación / Servicio,2
01001-02052,4,2024,REPUESTO FALTANTE,SIN MARCA,2.0,35600.0,Reparación / Servicio,1
01001-02053,1,2025,REPUESTO FALTANTE,SIN MARCA,1.0,99675.0,Reparación / Servicio,1
01001-02053,1,2026,REPUESTO FALTANTE,SIN MARCA,1.0,169879.0,Reparación / Servicio,1
01001-02053,2,2025,REPUESTO FALTANTE,SIN MARCA,2.0,105913.0,Reparación / Servicio,1
01001-02053,3,2025,REPUESTO FALTANTE,SIN MARCA,2.0,122242.0,Reparación / Servicio,2
01001-02053,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,104436.0,Reparación / Servicio,1
01001-02053,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,51806.0,Reparación / Servicio,1
01001-02053,6,2024,REPUESTO FALTANTE,SIN MARCA,1.0,107134.0,Reparación / Servicio,1
01001-02053,8,2025,REPUESTO FALTANTE,SIN MARCA,1.0,100215.0,Reparación / Servicio,1
01001-02053,9,2025,REPUESTO FALTANTE,SIN MARCA,2.0,98803.0,Reparación / Servicio,1
01001-02053,10,2025,REPUESTO FALTANTE,SIN MARCA,2.0,225000.0,Reparación / Servicio,1
01001-02053,11,2024,REPUESTO FALTANTE,SIN MARCA,1.0,89145.0,Reparación / Servicio,1
01001-02054,1,2025,REPUESTO FALTANTE,SIN MARCA,1.0,80315.0,Reparación / Servicio,1
01001-02054,2,2026,REPUESTO FALTANTE,SIN MARCA,1.0,83700.0,Reparación / Servicio,1
01001-02054,4,2024,REPUESTO FALTANTE,SIN MARCA,2.0,60583.0,Reparación / Servicio,2
01001-02054,7,2025,REPUESTO FALTANTE,SIN MARCA,1.0,98684.0,Reparación / Servicio,1
01001-02054,10,2025,REPUESTO FALTANTE,SIN MARCA,2.0,108101.0,Reparación / Servicio,1
01001-02054,11,2024,REPUESTO FALTANTE,SIN MARCA,2.0,106230.5,Reparación / Servicio,2
01001-02054,11,2025,REPUESTO FALTANTE,SIN MARCA,1.0,253127.0,Reparación / Servicio,1
01001-02054,12,2024,REPUESTO FALTANTE,SIN MARCA,2.0,62199.5,Reparación / Servicio,2
01001-02054,12,2025,REPUESTO FALTANTE,SIN MARCA,1.0,95649.0,Reparación / Servicio,1
01001-02055,2,2026,REPUESTO FALTANTE,SIN MARCA,2.0,58484.5,Reparación / Servicio,2
01001-02055,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,65346.0,Reparación / Servicio,1
01001-02055,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,178809.0,Reparación / Servicio,1
01001-02055,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,119788.0,Reparación / Servicio,1
01001-02055,11,2024,REPUESTO FALTANTE,SIN MARCA,2.0,174222.0,Reparación / Servicio,1
01001-02055,12,2025,REPUESTO FALTANTE,SIN MARCA,1.0,27085.0,Reparación / Servicio,1
01001-02056,3,2025,REPUESTO FALTANTE,SIN MARCA,1.0,182255.0,Reparación / Servicio,1
01001-02056,5,2025,REPUESTO FALTANTE,SIN MARCA,2.0,105779.0,Reparación / Servicio,2
01001-02056,12,2025,REPUESTO FALTANTE,SIN MARCA,1.0,102096.0,Reparación / Servicio,1
01001-02057,8,2025,REPUESTO FALTANTE,SIN MARCA,2.0,156639.0,Reparación / Servicio,1
01001-02057,11,2025,REPUESTO FALTANTE,SIN MARCA,1.0,116359.0,Reparación / Servicio,1
01001-02058,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,51734.0,Reparación / Servicio,1
01001-02059,3,2025,REPUESTO FALTANTE,SIN MARCA,2.0,13285.0,Reparación / Servicio,2
01001-02059,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,143357.0,Reparación / Servicio,1
01001-02059,5,2026,REPUESTO FALTANTE,SIN MARCA,2.0,77123.0,Reparación / Servicio,1
01001-02059,8,2024,REPUESTO FALTANTE,SIN MARCA,1.0,56510.0,Reparación / Servicio,1
01001-02059,8,2025,REPUESTO FALTANTE,SIN MARCA,2.0,100215.0,Reparación / Servicio,2
01001-02059,9,2024,REPUESTO FALTANTE,SIN MARCA,2.0,98551.0,Reparación / Servicio,2
01001-02061,5,2025,REPUESTO FALTANTE,SIN MARCA,3.0,125808.0,Reparación / Servicio,2
01001-02061,6,2025,REPUESTO FALTANTE,SIN MARCA,2.0,116651.0,Reparación / Servicio,1
01001-02061,7,2025,REPUESTO FALTANTE,SIN MARCA,1.0,99857.0,Reparación / Servicio,1
01001-02061,10,2024,REPUESTO FALTANTE,SIN MARCA,2.0,119788.0,Reparación / Servicio,1
01001-02062,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,42187.0,Reparación / Servicio,1
01001-02063,11,2025,REPUESTO FALTANTE,SIN MARCA,1.0,116359.0,Reparación / Servicio,1
01001-02065,2,2026,REPUESTO FALTANTE,SIN MARCA,1.0,130464.0,Reparación / Servicio,1
01001-02065,4,2026,REPUESTO FALTANTE,SIN MARCA,1.0,131368.0,Reparación / Servicio,1
01001-02065,6,2025,REPUESTO FALTANTE,SIN MARCA,1.0,73143.0,Reparación / Servicio,1
01001-02066,8,2025,REPUESTO FALTANTE,SIN MARCA,1.0,100215.0,Reparación / Servicio,1
01001-02067,5,2026,REPUESTO FALTANTE,SIN MARCA,1.0,29385.0,Reparación / Servicio,1
01001-02070,4,2026,REPUESTO FALTANTE,SIN MARCA,1.0,74614.0,Reparación / Servicio,1
01001-02501,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,102870.0,Reparación / Servicio,1
01001-02503,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,70054.0,Reparación / Servicio,1
01001-02504,4,2024,REPUESTO FALTANTE,SIN MARCA,2.0,73772.0,Reparación / Servicio,2
01001-02505,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,73772.0,Reparación / Servicio,1
01001-02506,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,65226.0,Reparación / Servicio,2
01001-02507,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138480.0,Reparación / Servicio,1
01001-02508,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138480.0,Reparación / Servicio,1
01001-02510,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,32542.0,Reparación / Servicio,1
01001-02511,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98096.0,Reparación / Servicio,1
01001-02512,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,20973.0,Reparación / Servicio,1
01001-02513,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,1.0,Reparación / Servicio,1
01001-02514,7,2024,REPUESTO FALTANTE,SIN MARCA,4.0,98096.0,Reparación / Servicio,1
01001-02515,8,2024,REPUESTO FALTANTE,SIN MARCA,1.0,66515.0,Reparación / Servicio,1
01001-02516,9,2024,REPUESTO FALTANTE,SIN MARCA,2.0,55851.0,Reparación / Servicio,2
01001-03001,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,94572.0,Reparación / Servicio,1
01001-03001,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,92038.0,Reparación / Servicio,1
01001-03002,2,2024,REPUESTO FALTANTE,SIN MARCA,2.0,94572.0,Reparación / Servicio,2
01001-03003,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,94572.0,Reparación / Servicio,1
01001-03004,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,94572.0,Reparación / Servicio,1
01001-03005,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,129469.0,Reparación / Servicio,1
01001-03006,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,70706.0,Reparación / Servicio,1
01001-03007,1,2025,REPUESTO FALTANTE,SIN MARCA,22.0,87383.04545454546,Reparación / Servicio,22
01001-03007,1,2026,REPUESTO FALTANTE,SIN MARCA,21.0,98690.85714285714,Reparación / Servicio,21
01001-03007,2,2024,REPUESTO FALTANTE,SIN MARCA,5.0,90642.0,Reparación / Servicio,5
01001-03007,2,2025,REPUESTO FALTANTE,SIN MARCA,23.0,81958.04347826086,Reparación / Servicio,23
01001-03007,2,2026,REPUESTO FALTANTE,SIN MARCA,29.0,89182.31034482758,Reparación / Servicio,29
01001-03007,3,2024,REPUESTO FALTANTE,SIN MARCA,20.0,78989.25,Reparación / Servicio,20
01001-03007,3,2025,REPUESTO FALTANTE,SIN MARCA,20.0,94320.9,Reparación / Servicio,20
01001-03007,3,2026,REPUESTO FALTANTE,SIN MARCA,9.0,63611.333333333336,Reparación / Servicio,9
01001-03007,4,2024,REPUESTO FALTANTE,SIN MARCA,19.0,88077.05263157895,Reparación / Servicio,19
01001-03007,4,2025,REPUESTO FALTANTE,SIN MARCA,25.0,74295.0,Reparación / Servicio,25
01001-03007,4,2026,REPUESTO FALTANTE,SIN MARCA,20.0,83250.35,Reparación / Servicio,20
01001-03007,5,2024,REPUESTO FALTANTE,SIN MARCA,13.0,81738.92307692308,Reparación / Servicio,13
01001-03007,5,2025,REPUESTO FALTANTE,SIN MARCA,21.0,94484.14285714286,Reparación / Servicio,21
01001-03007,5,2026,REPUESTO FALTANTE,SIN MARCA,17.0,81049.88235294117,Reparación / Servicio,17
01001-03007,6,2024,REPUESTO FALTANTE,SIN MARCA,7.0,73907.42857142857,Reparación / Servicio,7
01001-03007,6,2025,REPUESTO FALTANTE,SIN MARCA,16.0,104782.9375,Reparación / Servicio,16
01001-03007,7,2024,REPUESTO FALTANTE,SIN MARCA,13.0,78548.0,Reparación / Servicio,13
01001-03007,7,2025,REPUESTO FALTANTE,SIN MARCA,17.0,101240.70588235294,Reparación / Servicio,17
01001-03007,8,2024,REPUESTO FALTANTE,SIN MARCA,18.0,61360.27777777778,Reparación / Servicio,18
01001-03007,8,2025,REPUESTO FALTANTE,SIN MARCA,14.0,72952.57142857143,Reparación / Servicio,14
01001-03007,9,2024,REPUESTO FALTANTE,SIN MARCA,20.0,89276.3,Reparación / Servicio,20
01001-03007,9,2025,REPUESTO FALTANTE,SIN MARCA,14.0,89958.42857142857,Reparación / Servicio,14
01001-03007,10,2024,REPUESTO FALTANTE,SIN MARCA,8.0,103412.375,Reparación / Servicio,8
01001-03007,10,2025,REPUESTO FALTANTE,SIN MARCA,18.0,99286.05555555556,Reparación / Servicio,18
01001-03007,11,2024,REPUESTO FALTANTE,SIN MARCA,22.0,77849.27272727272,Reparación / Servicio,22
01001-03007,11,2025,REPUESTO FALTANTE,SIN MARCA,20.0,82854.55,Reparación / Servicio,20
01001-03007,12,2024,REPUESTO FALTANTE,SIN MARCA,18.0,84734.61111111111,Reparación / Servicio,18
01001-03007,12,2025,REPUESTO FALTANTE,SIN MARCA,20.0,83029.1,Reparación / Servicio,20
01001-03008,1,2025,REPUESTO FALTANTE,SIN MARCA,1.0,118423.0,Reparación / Servicio,1
01001-03008,1,2026,REPUESTO FALTANTE,SIN MARCA,4.0,191662.0,Reparación / Servicio,4
01001-03009,2,2024,REPUESTO FALTANTE,SIN MARCA,4.0,73427.0,Reparación / Servicio,1
01001-030098,12,2024,REPUESTO FALTANTE,SIN MARCA,1.0,99440.0,Reparación / Servicio,1
01001-03010,2,2024,REPUESTO FALTANTE,SIN MARCA,3.0,1.0,Reparación / Servicio,2
01001-03010,3,2024,REPUESTO FALTANTE,SIN MARCA,4.0,189719.5,Reparación / Servicio,2
01001-03010,6,2024,REPUESTO FALTANTE,SIN MARCA,1.0,129751.0,Reparación / Servicio,1
01001-03010,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,129469.0,Reparación / Servicio,1
01001-03010,8,2025,REPUESTO FALTANTE,SIN MARCA,2.0,85768.0,Reparación / Servicio,1
01001-03010,10,2025,REPUESTO FALTANTE,SIN MARCA,2.0,122362.0,Reparación / Servicio,1
01001-03011,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,120668.0,Reparación / Servicio,1
01001-03011,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,92038.0,Reparación / Servicio,1
01001-03011,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,90671.0,Reparación / Servicio,1
01001-03012,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,66656.0,Reparación / Servicio,1
01001-03012,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,92038.0,Reparación / Servicio,1
01001-03012,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98551.0,Reparación / Servicio,1
01001-03013,2,2024,REPUESTO FALTANTE,SIN MARCA,4.0,37206.0,Reparación / Servicio,1
01001-03013,3,2024,REPUESTO FALTANTE,SIN MARCA,4.0,152232.0,Reparación / Servicio,1
01001-03013,5,2024,REPUESTO FALTANTE,SIN MARCA,4.0,112000.0,Reparación / Servicio,1
01001-03014,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,105124.0,Reparación / Servicio,1
01001-03014,3,2024,REPUESTO FALTANTE,SIN MARCA,3.0,136205.66666666666,Reparación / Servicio,3
01001-03014,3,2025,REPUESTO FALTANTE,SIN MARCA,2.0,134943.0,Reparación / Servicio,2
01001-03014,3,2026,REPUESTO FALTANTE,SIN MARCA,2.0,109732.0,Reparación / Servicio,1
01001-03014,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,149279.0,Reparación / Servicio,2
01001-03014,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,311324.0,Reparación / Servicio,1
01001-03014,8,2025,REPUESTO FALTANTE,SIN MARCA,1.0,175990.0,Reparación / Servicio,1
01001-03014,9,2025,REPUESTO FALTANTE,SIN MARCA,1.0,91601.0,Reparación / Servicio,1
01001-03014,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138637.0,Reparación / Servicio,1
01001-03014,10,2025,REPUESTO FALTANTE,SIN MARCA,1.0,100011.0,Reparación / Servicio,1
01001-03014,11,2024,REPUESTO FALTANTE,SIN MARCA,1.0,128220.0,Reparación / Servicio,1
01001-03015,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,105124.0,Reparación / Servicio,1
01001-03015,3,2024,REPUESTO FALTANTE,SIN MARCA,2.0,132550.0,Reparación / Servicio,2
01001-03015,3,2025,REPUESTO FALTANTE,SIN MARCA,1.0,134943.0,Reparación / Servicio,1
01001-03015,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,149279.0,Reparación / Servicio,2
01001-03015,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,311324.0,Reparación / Servicio,1
01001-03015,8,2025,REPUESTO FALTANTE,SIN MARCA,1.0,175990.0,Reparación / Servicio,1
01001-03015,9,2025,REPUESTO FALTANTE,SIN MARCA,1.0,91601.0,Reparación / Servicio,1
01001-03015,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138637.0,Reparación / Servicio,1
01001-03015,11,2024,REPUESTO FALTANTE,SIN MARCA,2.0,128220.0,Reparación / Servicio,2
01001-03016,3,2024,REPUESTO FALTANTE,SIN MARCA,2.0,132550.0,Reparación / Servicio,2
01001-03016,5,2024,REPUESTO FALTANTE,SIN MARCA,3.0,151961.33333333334,Reparación / Servicio,3
01001-03016,7,2024,REPUESTO FALTANTE,SIN MARCA,2.0,311324.0,Reparación / Servicio,2
01001-03016,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138637.0,Reparación / Servicio,1
01001-03017,3,2024,REPUESTO FALTANTE,SIN MARCA,2.0,132550.0,Reparación / Servicio,2
01001-03017,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,149279.0,Reparación / Servicio,2
01001-03017,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,311324.0,Reparación / Servicio,1
01001-03017,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138637.0,Reparación / Servicio,1
01001-03018,3,2024,REPUESTO FALTANTE,SIN MARCA,4.0,51515.0,Reparación / Servicio,1
01001-03019,3,2024,REPUESTO FALTANTE,SIN MARCA,4.0,64988.0,Reparación / Servicio,1
01001-03020,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,143517.0,Reparación / Servicio,1
01001-03021,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,105124.0,Reparación / Servicio,1
01001-03021,3,2024,REPUESTO FALTANTE,SIN MARCA,3.0,128894.33333333333,Reparación / Servicio,3
01001-03021,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,149279.0,Reparación / Servicio,2
01001-03021,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,311324.0,Reparación / Servicio,1
01001-03021,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138637.0,Reparación / Servicio,1
01001-03022,3,2024,REPUESTO FALTANTE,SIN MARCA,3.0,128894.33333333333,Reparación / Servicio,3
01001-03022,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,149279.0,Reparación / Servicio,2
01001-03022,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,311324.0,Reparación / Servicio,1
01001-03022,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138637.0,Reparación / Servicio,1
01001-03023,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,10724.0,Reparación / Servicio,1
01001-03024,2,2026,REPUESTO FALTANTE,SIN MARCA,4.0,167216.0,Reparación / Servicio,1
01001-03024,3,2024,REPUESTO FALTANTE,SIN MARCA,8.0,104667.5,Reparación / Servicio,2
01001-03024,4,2024,REPUESTO FALTANTE,SIN MARCA,4.0,156615.0,Reparación / Servicio,1
01001-03024,6,2024,REPUESTO FALTANTE,SIN MARCA,4.0,129751.0,Reparación / Servicio,1
01001-03024,7,2024,REPUESTO FALTANTE,SIN MARCA,4.0,92038.0,Reparación / Servicio,1
01001-03024,8,2024,REPUESTO FALTANTE,SIN MARCA,4.0,76956.0,Reparación / Servicio,1
01001-03024,9,2024,REPUESTO FALTANTE,SIN MARCA,20.0,117008.8,Reparación / Servicio,5
01001-03025,2,2024,REPUESTO FALTANTE,SIN MARCA,16.0,79530.0,Reparación / Servicio,2
01001-03026,3,2024,REPUESTO FALTANTE,SIN MARCA,4.0,89883.0,Reparación / Servicio,1
01001-03027,3,2024,REPUESTO FALTANTE,SIN MARCA,4.0,121583.0,Reparación / Servicio,1
01001-03027,9,2024,REPUESTO FALTANTE,SIN MARCA,4.0,164673.0,Reparación / Servicio,1
01001-03028,1,2025,REPUESTO FALTANTE,SIN MARCA,4.0,58998.0,Reparación / Servicio,1
01001-03028,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,68221.0,Reparación / Servicio,1
01001-03028,3,2024,REPUESTO FALTANTE,SIN MARCA,4.0,51846.0,Reparación / Servicio,1
01001-03028,6,2024,REPUESTO FALTANTE,SIN MARCA,4.0,71712.0,Reparación / Servicio,1
01001-03029,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,121583.0,Reparación / Servicio,1
01001-03031,3,2024,REPUESTO FALTANTE,SIN MARCA,2.0,51936.0,Reparación / Servicio,2
01001-03032,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,51936.0,Reparación / Servicio,1
01001-03033,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,78897.0,Reparación / Servicio,1
01001-03033,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98551.0,Reparación / Servicio,1
01001-03034,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,78897.0,Reparación / Servicio,1
01001-03035,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,152232.0,Reparación / Servicio,1
01001-03036,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,152232.0,Reparación / Servicio,1
01001-03037,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,114021.0,Reparación / Servicio,1
01001-03038,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,114021.0,Reparación / Servicio,1
01001-03038,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,66491.0,Reparación / Servicio,1
01001-03039,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,141924.0,Reparación / Servicio,1
01001-03040,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,84793.0,Reparación / Servicio,1
01001-03041,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,252845.0,Reparación / Servicio,1
01001-03042,1,2025,REPUESTO FALTANTE,SIN MARCA,16.0,79446.0,Reparación / Servicio,4
01001-03042,4,2024,REPUESTO FALTANTE,SIN MARCA,4.0,63197.0,Reparación / Servicio,1
01001-03042,7,2024,REPUESTO FALTANTE,SIN MARCA,4.0,70302.0,Reparación / Servicio,1
01001-03042,10,2025,REPUESTO FALTANTE,SIN MARCA,4.0,100011.0,Reparación / Servicio,1
01001-03042,12,2024,REPUESTO FALTANTE,SIN MARCA,4.0,101050.0,Reparación / Servicio,1
01001-03043,4,2024,REPUESTO FALTANTE,SIN MARCA,4.0,63196.0,Reparación / Servicio,1
01001-03044,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,73123.0,Reparación / Servicio,1
01001-03045,4,2024,REPUESTO FALTANTE,SIN MARCA,4.0,53408.0,Reparación / Servicio,1
01001-03046,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,149279.0,Reparación / Servicio,2
01001-03046,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,311324.0,Reparación / Servicio,1
01001-03046,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138637.0,Reparación / Servicio,1
01001-03047,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,164392.0,Reparación / Servicio,1
01001-03048,4,2024,REPUESTO FALTANTE,SIN MARCA,4.0,164392.0,Reparación / Servicio,1
01001-03049,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,53022.0,Reparación / Servicio,1
01001-03050,3,2026,REPUESTO FALTANTE,SIN MARCA,1.0,74155.0,Reparación / Servicio,1
01001-03050,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,90001.0,Reparación / Servicio,1
01001-03051,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,90001.0,Reparación / Servicio,1
01001-03052,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,90001.0,Reparación / Servicio,1
01001-03053,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,157326.0,Reparación / Servicio,1
01001-03054,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,157326.0,Reparación / Servicio,1
01001-03055,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,157326.0,Reparación / Servicio,1
01001-03055,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,311324.0,Reparación / Servicio,1
01001-03056,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,157326.0,Reparación / Servicio,1
01001-03057,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,157326.0,Reparación / Servicio,1
01001-03058,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,1.0,Reparación / Servicio,1
01001-03058,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,157326.0,Reparación / Servicio,1
01001-03058,8,2025,REPUESTO FALTANTE,SIN MARCA,1.0,175990.0,Reparación / Servicio,1
01001-03058,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138637.0,Reparación / Servicio,1
01001-03059,5,2024,REPUESTO FALTANTE,SIN MARCA,4.0,157326.0,Reparación / Servicio,1
01001-03060,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,157326.0,Reparación / Servicio,1
01001-03061,3,2025,REPUESTO FALTANTE,SIN MARCA,1.0,134943.0,Reparación / Servicio,1
01001-03061,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,157326.0,Reparación / Servicio,1
01001-03061,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,97417.0,Reparación / Servicio,1
01001-03061,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98457.0,Reparación / Servicio,1
01001-03062,5,2024,REPUESTO FALTANTE,SIN MARCA,4.0,47755.0,Reparación / Servicio,1
01001-03063,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,141924.0,Reparación / Servicio,1
01001-03064,5,2024,REPUESTO FALTANTE,SIN MARCA,4.0,138480.0,Reparación / Servicio,1
01001-03065,6,2024,REPUESTO FALTANTE,SIN MARCA,1.0,197467.0,Reparación / Servicio,1
01001-03066,6,2024,REPUESTO FALTANTE,SIN MARCA,1.0,129751.0,Reparación / Servicio,1
01001-03067,7,2024,REPUESTO FALTANTE,SIN MARCA,4.0,138199.0,Reparación / Servicio,1
01001-03068,5,2026,REPUESTO FALTANTE,SIN MARCA,1.0,123250.0,Reparación / Servicio,1
01001-03068,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,51734.0,Reparación / Servicio,1
01001-03069,4,2025,REPUESTO FALTANTE,SIN MARCA,2.0,113444.0,Reparación / Servicio,2
01001-03069,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,91485.0,Reparación / Servicio,1
01001-03069,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,155959.0,Reparación / Servicio,1
01001-03070,7,2024,REPUESTO FALTANTE,SIN MARCA,2.0,56289.0,Reparación / Servicio,2
01001-03071,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98096.0,Reparación / Servicio,1
01001-03072,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,143357.0,Reparación / Servicio,1
01001-03072,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98096.0,Reparación / Servicio,1
01001-03072,12,2024,REPUESTO FALTANTE,SIN MARCA,1.0,109749.0,Reparación / Servicio,1
01001-03073,7,2024,REPUESTO FALTANTE,SIN MARCA,4.0,98096.0,Reparación / Servicio,1
01001-03074,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98096.0,Reparación / Servicio,1
01001-03075,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,92038.0,Reparación / Servicio,1
01001-03076,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,92038.0,Reparación / Servicio,1
01001-03077,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,129469.0,Reparación / Servicio,1
01001-03078,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,129469.0,Reparación / Servicio,1
01001-03078,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,155959.0,Reparación / Servicio,1
01001-03079,7,2024,REPUESTO FALTANTE,SIN MARCA,2.0,129469.0,Reparación / Servicio,1
01001-03080,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,129469.0,Reparación / Servicio,1
01001-03081,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138480.0,Reparación / Servicio,1
01001-03081,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,98457.0,Reparación / Servicio,1
01001-03082,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,82075.0,Reparación / Servicio,1
01001-03083,6,2025,REPUESTO FALTANTE,SIN MARCA,2.0,141639.0,Reparación / Servicio,2
01001-03083,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,82075.0,Reparación / Servicio,1
