OT,FECHA,PLACA,C_USUARIO,C_SEGURO,C_BROKER,C_TIPOOT,C_RECORDATORIO,KM,FHSALIDA,VIN,C_ESTADO,FHACTUALREG,COLOR,REQUERIMIENTO
10000750,10/07/2025 07:58:35 AM,AEU526 ,10002837,99,,R,,141876,15/07/2025 07:39:35 PM,5FNYF4850FB601406,S9,15/07/2025 07:39:32 PM,BLANCO,AL FRENAR SE SIENTE CHILLIDO
10000751,11/07/2025 08:19:27 AM,AZR005 ,10002843,99,,R,,70537,12/07/2025 01:52:03 PM,5KBYF5850HB600643,S6,12/07/2025 01:51:14 PM,PLATA,Para revisi?n general para viaje a Tumbes. Mantenimiento. Revisi?n de frenos. Revisi?n de llantas. Mantenimiento mecanismo llanta de rpto. Sonido delantero derecho al girar
10000752,11/07/2025 10:04:33 AM,F2K673 ,10003085,99,,R,,92908,15/07/2025 07:38:49 PM,JTEBU11F6DK173209,S9,15/07/2025 07:38:53 PM,NEGRO,PULIDO PENDIENTE DE TRABAJOS PYP
10000753,11/07/2025 11:34:10 AM,ACV595 ,10002840,99,,R,,129918,12/07/2025 01:49:02 PM,WBA3A110XFJ614648,S6,12/07/2025 01:47:36 PM,BLANCO ALPINO,Cliente solicita: 1) REVISAR NIVEL DE REFRIGERANTE. 2) REVISAR FUGA DE ACEITE.
10000756,14/07/2025 07:44:51 AM,F8B300 ,10002862,99,,R,,88063,22/07/2025 08:30:17 PM,MMBGYKH40DF009894,S9,22/07/2025 08:30:12 PM,GRIS OSCURO METALICO,LA UNIDAD SIGUE HUMEANDO ( POR MOTOR )
10000759,14/07/2025 10:16:19 AM,A4P332 ,10003089,99,,R,,139273,16/07/2025 04:24:17 PM,1HGCP2680AA500138,S6,15/07/2025 07:14:16 PM,,Cliente solicita: 1) REVISION SONIDO AL HACER LOS CAMBIOS.
10000762,15/07/2025 12:35:46 PM,BVI147 ,10002771,99,,R,,29132,22/07/2025 08:14:06 PM,MR2B19F33N1065737,S6,22/07/2025 08:14:02 PM,GRIS,PYP FUNDA DELANTERA
10000763,15/07/2025 04:59:01 PM,C9L498 ,10003108,99,,R,,76540,24/07/2025 07:25:37 PM,WAUZZZ8R8CA124873,S7,18/07/2025 11:38:41 AM,GRIS,REVISAR RUIDO EN LOS FRENOS
10000765,18/07/2025 08:16:49 AM,ATH430 ,10003057,99,,R,,60074,22/07/2025 08:12:35 PM,JM7BM3475H1342965,S6,18/07/2025 11:44:13 AM,NEGRO,SERVICIO MANTENIMIENTO
10000768,19/07/2025 09:41:00 AM,C0H143 ,10002813,99,,R,,128083,19/07/2025 01:38:41 PM,3HGRM4870CG602316,S1,19/07/2025 01:38:37 PM,GRIS TITANIUM,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO MENOR. 2) ACOMODAR FUNDA POSTERIOR DE PARACHOQUE LADO IZQ. 3) ACOMODAR FUNDA DELANTERA DE PARACHOQUE LADO DER.
10000628,16/04/2025 02:38:53 PM,ACV595 ,10002840,99,,R,,123502,16/04/2025 02:47:23 PM,WBA3A110XFJ614648,S6,16/04/2025 02:47:17 PM,BLANCO ALPINO,Cliente solicita: 1) REVISAR VIBRACIÓN EN EL TIMON AL FRENAR. 2) RELLENAR ACEITE DE MOTOR.
10000638,24/04/2025 08:48:16 AM,ALH445 ,10003074,99,,R,,59286,25/04/2025 09:37:48 AM,JF1SJ9LC5FG205053,S6,25/04/2025 09:37:44 AM,NEGRO METALIZADO,SERVICIO DE MANTENIMIENTO REVISAR DIRECCION Y SUSPENSION ASEGURAR FUNDA DELANTERA COTIZAR BRAZO Y PLUMILLA
10000639,25/04/2025 08:52:22 AM,BNJ299 ,10002748,99,,R,,24915,25/04/2025 12:12:08 PM,5KBYF6850LB600066,S6,25/04/2025 11:50:18 AM,,SERVICIO DE MATENIMIENTO RUIDO A LA ALTURA O POR EL ASIENTO POSTERIOR RH
10000647,02/05/2025 11:45:05 AM,B7N172 ,10000039,99,,R,,172415,23/06/2025 06:09:46 PM,KNAPB811BB7143698,S6,17/05/2025 01:39:51 PM,PLATA BRILLANTE,"REVISAR TUBO DE ESCAPE PIERDE POTENCIA ,SUENA UN PITILLO POSIBLE OBSTRUCCION"
10000658,08/05/2025 06:32:03 PM,CSA000 ,10003072,99,,R,,1916,09/05/2025 02:32:54 PM,1GNEV9KWXPJ304560,S6,09/05/2025 02:32:26 PM,ROJO,Pintar funda delantera
10000660,09/05/2025 05:58:58 PM,BWS444 ,10002788,99,,R,,34707,28/05/2025 03:05:50 PM,93HGH8840MK601477,S9,28/05/2025 03:05:53 PM,ROJO,PRESUPUESTO POR SINIESTRO DELANTERO
10000666,13/05/2025 04:11:42 PM,ALG128 ,10002965,99,,R,,72504,14/05/2025 03:59:49 PM,WBA3A1107FP797178,S7,14/05/2025 03:59:44 PM,AZUL,"Cliente solicita: 1) REVISAR TIMON SE ENDURECE Y SE ENCIENDEN TESTIGOS EN EL TABLERO DE ABS, TPMS Y EPS. 2) COTIZAR CAMBIO DE MANGUERA DE RADIADOR."
10000667,15/05/2025 08:34:33 AM,A4P332 ,10000251,99,,R,,137491,17/05/2025 02:23:14 PM,1HGCP2680AA500138,S6,17/05/2025 02:23:09 PM,,Cliente solicita: 1) REPARACION DE CREMALLERA DE DIRECCION. 2) REPARACION DE BOMBA DE DIRECCION. 3) REVISAR SONIDO POSTERIOR FRENO DE MANO. 4) ELIMINAR GOLPETEO POR BASE DE PARLANTES POSTERIORES.
10000681,24/05/2025 02:10:55 PM,ANU656 ,10003090,99,,R,,78835,30/05/2025 04:38:04 PM,WDDSJ4CB7FN262447,S6,30/05/2025 04:37:58 PM,BLANCO,Cliente solicita: 1) DIAGNOSTICO POR TESTIGOS ENCENDIDOS. 2) DESCONECTAR START/STOP. 3) REVISAR Y COTIZAR MANTENIMIENTO. 4) COTIZAR REPARACION TAPIZ ASIENTO PILOTO. 5) COTIZAR EMBLEMA EMBELLECEDOR DE MOTOR. 6) INSTALAR ESPEJO CON CAMARA DE RETRO. (CLIENTE TRAJO ESPEJO).
10000687,29/05/2025 12:03:35 PM,BAU821 ,10002872,99,,R,,161812,30/07/2025 06:55:08 PM,MM7UR4DDXKW945019,S1,30/07/2025 06:55:04 PM,,REVISION POR CASCABELEO REVISAR BATERIA AUXILIO MECANICO A DOMICILIO
10000690,31/05/2025 08:43:16 AM,ATY771 ,10003071,99,,R,,179000,30/06/2025 07:56:11 PM,8AFAR23J5HJ491044,S6,30/06/2025 07:56:07 PM,NEGRO,"AUXILIO MECANICO BATERIA BAJA FUGA DE FLUIDO PARTE BAJA , POSIBLEMENTE REFRIGERANTE TABLERO MARCA 102,141 KM"
10000695,02/06/2025 10:24:29 AM,CAM171 ,10003097,99,,R,,26522,09/06/2025 09:19:06 AM,LSJA24U63NN015394,S9,02/06/2025 10:35:16 AM,NEGRO,"REVISAR FALLA EN MINIMO , COJEA , FRIO O CALIENTE"
10000711,12/06/2025 06:06:09 PM,BDO675 ,10002862,99,,R,,52037,19/07/2025 01:42:51 PM,WP1ZZZ95ZHLB73715,S9,13/06/2025 03:29:53 PM,NEGRO,EN CONSECIOARIO LE COTIZARON RESERVORIO DE AGUA
10000735,27/06/2025 12:57:36 PM,AMN375 ,10003017,99,,R,,63206,27/06/2025 01:07:50 PM,WAUZZZ8R8FA137546,S6,27/06/2025 01:01:05 PM,GRIS,Cliente solicita: 1) RELLENO DE ACEITE DE MOTOR.
10000769,21/07/2025 01:28:25 PM,CEG230 ,10002921,99,,R,,27648,22/07/2025 08:06:22 PM,3N1AB8AE4PY212765,S6,21/07/2025 05:19:47 PM,GRIS METALICO,REVISAR BATERIA
10000773,22/07/2025 09:19:45 AM,BTI232 ,10002756,99,,R,,26914,22/07/2025 08:01:40 PM,JMYXTGA2WMU000453,S6,22/07/2025 09:20:39 AM,GRIS OSCURO METALICO,Servicio Mantenimiento
10000774,24/07/2025 08:37:00 AM,D6V184 ,10000251,99,,R,,145047,02/08/2025 01:00:04 PM,3HGRM4830DG600061,S6,02/08/2025 12:59:53 PM,GRIS,RUIDO EN LA SUSPENSION TRABAJOS DE PINTURA
10000775,24/07/2025 10:01:21 AM,B7N172 ,10000039,99,,R,,175712,19/09/2025 11:38:24 AM,KNAPB811BB7143698,S6,19/09/2025 11:37:21 AM,PLATA BRILLANTE,Cliente solicita: SERVICIO MANTENIMIENTO. LIMPIEZA DE INYECTORES. CRUJIDO POST AL PASAR ROMPEMUELLE. PARCHAR LLANTA POST DER. REVISAR LUCES. COLOCAR MANIJA PARA RECLINAR ASIENTO COPILOTO. 
10000776,24/07/2025 06:55:15 PM,ROK763 ,10000017,99,,R,,161817,26/02/2026 06:12:10 PM,KNAMB761366103050,S6,07/08/2025 05:10:05 PM,ROJO CEREZA,Cliente solicita: * REVISION POR INESTABILIDAD DE MOTOR EN MINIMO.
10000633,21/04/2025 05:48:00 PM,ATS566 ,10003071,99,,R,,144740,28/04/2025 08:24:27 AM,JF1BS9LC2GG075149,S6,28/04/2025 08:18:36 AM,NEGRO,"Cliente solicita: 1) REVISAR SUSPENSION DELANTERA, SUENA AL ANDAR Y AL GIRAR."
10000634,22/04/2025 11:01:25 AM,A1E566 ,10002841,99,,R,,77761,30/07/2025 06:53:33 PM,JS2ZC21SXA5552674,S6,09/05/2025 03:06:36 PM,ROJO,INSPECCION GENERAL PARA PASAR REVISION TECNICA
10000644,29/04/2025 05:29:40 PM,CFZ684 ,10002759,99,,R,,10340,05/07/2025 11:42:20 AM,JM7KH1HA2R1100280,S6,05/05/2025 07:40:52 PM,GRIS METALICO,PYP : MALETERO GUARDAFANGO POST RH PUERTA POST RH ARO POST RH
10000654,06/05/2025 09:02:56 PM,C9L559 ,10002994,99,,R,,153188,08/05/2025 12:57:29 PM,5KBRL5860CB901414,S9,08/05/2025 12:57:36 PM,GRIS,Cliente solicita: 1) REVISAR GOTEO DE ACEITE.
10000659,09/05/2025 08:27:06 AM,BYU066 ,10002815,99,,R,,21233,09/05/2025 02:19:23 PM,3N1CN8AE5NL825410,S6,09/05/2025 02:19:16 PM,ROJO METALICO,SERVICIO MANTENIMIENTO MAYOR COTIZACION 10-001213 APROBADA
10000671,17/05/2025 10:26:34 AM,AUX688 ,10003067,99,,R,,65171,17/05/2025 01:31:39 PM,WDDSJ4DB8HN444773,S7,17/05/2025 01:31:25 PM,ROJO,CAMBIO DE MASCARAS DELANTERA
10000673,20/05/2025 10:37:08 AM,AKW540 ,10000054,99,,R,,77846,23/06/2025 06:18:37 PM,3HGRM3850FG600965,S6,21/05/2025 10:18:57 AM,NEGRO,SERVICIO MANTENIMIENTO
10000674,21/05/2025 08:08:34 AM,CCS460 ,10003088,99,,R,,64640,21/05/2025 02:35:56 PM,3N1CN8AE0PL808419,S6,21/05/2025 02:35:51 PM,PLATA,SERVICIO DE MATENIMIENTO MATOR
10000675,21/05/2025 08:20:19 AM,AEU526 ,10002837,99,,R,,140434,21/05/2025 05:36:57 PM,5FNYF4850FB601406,S6,21/05/2025 05:36:42 PM,BLANCO,SERVICIO DE MANTENIMIENTO COTIZAR PINTURA Y MANDILES DE GUARDAFANGO
10000683,27/05/2025 08:41:48 AM,AET022 ,10003093,99,,R,,97660,29/05/2025 09:22:00 AM,3HGRM4870EG603117,S6,29/05/2025 09:21:06 AM,PLATA,"SERVICIO MANTENIMENTO 100,000 KM REVISAR ALINEAMIENTO REVISAR DIRECCIONN Y SUSPENSION REVISAR A/C REVISAR AMORTIGUADORES Y TORRETAS REVISAR ACEITE DE CORONA Y DIFERENCIAL"
10000688,29/05/2025 02:31:31 PM,APO444 ,10000042,99,,R,,95283,30/05/2025 05:32:44 PM,SALCA2BG4GH556025,S6,30/05/2025 05:32:28 PM,VERDE,Cliente solicita: 1) INSTALAR PCV IMPORTADA (ORIGINAL) 2) ACOMODAR CONSOLA POSTERIOR.. 3) REVISAR TESTIGOS ENCENDIDOS. 4) REVISAR INESTABILIDAD DE MOTOR. 
10000694,02/06/2025 09:21:50 AM,ACV595 ,10002840,99,,R,,126825,02/06/2025 03:15:56 PM,WBA3A110XFJ614648,S6,02/06/2025 03:15:51 PM,BLANCO ALPINO,SERVICIO DE MANTENIMIENTO
10000705,10/06/2025 08:25:32 AM,BDA146 ,10000003,99,,R,,57572,19/06/2025 05:40:50 PM,JM7DK2W7AJ1319341,S9,19/06/2025 05:40:46 PM,AZUL,REVISAR A/C ( SE CONECTA SOLO ) REVISAR ESPEJO DELANTERO LH
10000707,10/06/2025 08:29:48 AM,AVM647 ,10000060,99,,R,,70970,15/07/2025 08:09:21 PM,19XFC1670HE500146,S6,19/06/2025 05:42:12 PM,AZUL,SERVICIO DE MANTENIMIENTO MAYOR 
10000745,05/07/2025 11:03:15 AM,BDJ224 ,10002770,99,,R,,36936,10/07/2025 09:25:00 AM,1HGRW1840JL501084,S7,10/07/2025 09:24:49 AM,BLANCO,"Cliente solicita: 1) Eliminar sonido al girar el timon totalmente hacia la derecho, este sonido se percibe como vibracion en el timon."
10000747,03/07/2025 01:30:00 PM,A6Y353 ,10002872,99,,R,,153000,02/08/2025 12:57:39 PM,KMHDU41BBAU101875,S6,02/08/2025 12:57:35 PM,PLATA METALIZADO,Cliente solicita: 1) Revisar sonido como golpeteo posterior.
10000758,14/07/2025 09:21:46 AM,F2D068 ,10000083,99,,R,,88828,15/07/2025 07:42:15 PM,JF1GP7LC5DG072571,S9,15/07/2025 07:41:55 PM,GRIS OSCURO METALICO,Cliente solicita: 1. REVISAR SONIDO AL ENCENDER A/C.
10000777,25/07/2025 08:00:22 AM,APM124 ,10000015,01,,R,,89454,02/08/2025 01:00:29 PM,JF1BS9LC2GG073669,S6,31/07/2025 06:33:15 PM,GRIS OSCURO METALICO,SERVICIO MANTENIMIENTO
10000778,25/07/2025 08:15:16 AM,D3R385 ,10000017,99,,R,,98760,01/09/2025 06:14:36 PM,KL1PJ5E53DK011962,S6,01/09/2025 06:14:12 PM,NEGRO,AL HACER EL CAMBIO EN REVERSA EL AUTO SE SACUDE
10000779,25/07/2025 09:13:32 AM,BTA426 ,10000005,99,,R,,48248,30/07/2025 06:51:52 PM,JMYXTCW5W9Z000405,S9,25/07/2025 09:14:59 AM,PLATA,Ruido en la direccion
10000780,25/07/2025 03:57:28 PM,ASY295 ,10002798,99,,R,,85831,30/07/2025 06:51:32 PM,KL1GM5E58FB027682,S9,30/07/2025 06:51:25 PM,GRIS HUMO,FUGA DE REFRIGERANTE ( VEHICULO LLEGO EN GRUA )
10000781,30/07/2025 08:43:09 AM,F1B497 ,10002956,99,,R,,106982,30/07/2025 04:42:12 PM,KNADN512BE6877613,S9,30/07/2025 04:42:08 PM,GRIS GRAFITO,RUIDO EN FRENOS
10000631,21/04/2025 03:31:28 PM,BBQ328 ,10003070,99,,R,,78162,07/05/2025 04:15:21 PM,3HGRU5830JM500695,S6,07/05/2025 04:15:12 PM,BLANCO,SERVICIO MANTENIMIENTO REVISION GENERAL GENERAL
10000632,21/04/2025 05:30:25 PM,B2X433 ,10002787,99,,R,,100428,21/04/2025 05:36:40 PM,KL1TM5C75BB135173,S6,21/04/2025 05:39:15 PM,ROJO FLAMA,Cliente solicita: 1) CAMBIO DE LLANTA DELANTERA IZQUIERDA.
10000640,25/04/2025 08:54:26 AM,B1B120 ,10003075,99,,R,,102621,26/04/2025 11:11:38 AM,2HGFA16909H850421,S1,26/04/2025 11:11:34 AM,PLATA,CAMBIO DE GUARDAPOLVO PALIER
10000645,30/04/2025 08:38:23 AM,CAS325 ,10003076,99,,R,,42103,09/05/2025 05:00:59 PM,MBHZC63S1NG871660,S6,09/05/2025 05:00:54 PM,ROJO FUEGO,Cotizacion No. 10-001193 APROBADA 
10000651,06/05/2025 10:56:37 AM,AWQ604 ,10001845,99,,R,,82024,08/05/2025 11:41:35 AM,5KBYF5850HB600161,S6,08/05/2025 11:39:25 AM,,sonido de suspension que podr?an ser las bocinas.
10000656,08/05/2025 09:07:36 AM,BMV735 ,10002853,99,,R,,72115,08/05/2025 06:20:44 PM,3N6CD33A1NK812895,S6,08/05/2025 06:20:39 PM,BLANCO,SERVICIO MANTENIMIENTO
10000668,15/05/2025 08:43:25 AM,AUD031 ,10003038,99,,R,,51806,15/05/2025 05:53:28 PM,KPTA0A18SFP218163,S6,15/05/2025 05:53:24 PM,NEGRO,CAMBIO DE SOPORTE DE MOTOR REVISION GENERAL POR VIAJE
10000686,29/05/2025 08:08:40 AM,B4S191 ,10000063,99,,R,,108148,10/06/2025 08:28:09 AM,AJ4AT2GB2AD614423,S6,29/05/2025 04:14:01 PM,BEIGE,"SERVICIO MANTENIMIENTO 108,148 km"
10000700,05/06/2025 10:55:32 AM,A7P011 ,10002739,99,,R,,163608,06/06/2025 12:27:54 PM,JHLRE38308C202571,S6,19/06/2025 08:01:11 PM,PLATA,Cliente solicita: 1) CAMBIO DE PUNTAS DE PALIER. 2) CAMBIO DE AMORTIGUADORES.
10000701,05/06/2025 10:57:56 AM,A7C113 ,10002872,99,,R,,294233,05/07/2025 11:44:59 AM,1J4PS4GK3AC161766,S6,05/07/2025 11:44:52 AM,PLATA,Cliente solicita: 1) REVISAR POSIBLE RECALENTAMIENTO. 2) REVISAR SONIDO INFERIOR AL GIRAR. 3) REVISAR TESTIGOS ENCENDIDOS EN TABLERO.
10000717,16/06/2025 01:43:11 PM,BKA822 ,10002944,99,,R,,116651,23/06/2025 06:07:22 PM,LZWCDAGA3NC800218,S6,18/06/2025 06:20:10 PM,BLANCO CANDY,SERVICIO DE MANTENIMIENTO CHECK ENGINE ENCEDIDO REVISAR AMORTIGUADORES REVISION DE LUCES
10000721,20/06/2025 08:29:17 AM,AYY022 ,10003108,99,,R,,99065,02/08/2025 12:55:35 PM,1FM5K7D87HGC11946,S7,02/08/2025 12:55:29 PM,BLANCO,INSTALAR TPMS ROTAR LLANTAS
10000724,23/06/2025 10:23:21 AM,ARK871 ,10003108,99,,R,,191041,23/06/2025 06:00:18 PM,1FTEW1EF9HFA06170,S6,23/06/2025 06:00:14 PM,ROJO,CAMBIO NEUMATICOS
10000729,24/06/2025 02:26:56 PM,BFZ080 ,10002581,99,,R,,41734,01/07/2025 06:54:48 PM,JTHB11B15K2002799,S6,01/07/2025 06:54:24 PM,PLATA,PYP SEGUN COTIZACION
10000742,03/07/2025 05:50:50 PM,BFU527 ,10002807,99,,R,,75472,05/07/2025 11:59:43 AM,19XFC2660JE500187,S6,05/07/2025 11:59:38 AM,NEGRO CRYSTAL,SERVICIO MANTENIMIENTO MAYOR RUIDO EN PALIERES
10000743,01/07/2025 12:00:00 AM,C9L498 ,10003108,99,,R,,76428,05/07/2025 12:01:23 PM,WAUZZZ8R8CA124873,S6,05/07/2025 12:01:19 PM,GRIS,Cliente solicita: 1) Cambio de tapiz de cielo raso. 2) Cambio de neumaticos. 3) Cambio de soporte de tapasol delantero izquierdo. 4) Carga lenta de bateria.
10000754,12/07/2025 11:45:02 AM,C5P430 ,10003118,99,,R,,126816,15/07/2025 07:33:27 PM,KNAPC811BC7265993,S1,15/07/2025 07:32:59 PM,NEGRO,UNDERCOATING MAS ZINCADO
10000755,12/07/2025 01:52:19 PM,ROK763 ,10000017,99,,R,,161816,15/07/2025 07:37:32 PM,KNAMB761366103050,S7,15/07/2025 07:37:35 PM,ROJO CEREZA,Cliente solicita: 1) REVISION MOTOR INESTABLE.
10000767,19/07/2025 08:25:57 AM,F2W019 ,10002794,99,,R,,127196,22/07/2025 08:08:10 PM,KMHJM81BP7U701787,S6,19/07/2025 01:36:40 PM,AZUL OSCURO,SERVICIO MANTENIMIENTO RUIDO SUSPENSION FAJAS CHILLAN
10000785,30/07/2025 05:00:04 PM,BBQ328 ,10003070,99,,R,,82313,04/09/2025 09:32:14 AM,3HGRU5830JM500695,S6,11/08/2025 01:07:17 PM,BLANCO,PINTAR FUNDA DELANTERA
10000786,04/08/2025 10:23:18 AM,ASC495 ,10000075,99,,R,,156639,21/08/2025 07:09:48 PM,KMHD741CAHU074243,S6,07/08/2025 05:00:35 PM,ROJO,Cliente solicita: * REVISAR MOTOR INESTABLE Y TESTIGO CHECK ENCENDIDO. * REVISAR LUCES DELANTERAS SE QUEMAN CADA 03 MESES. 
10000788,04/08/2025 10:39:19 AM,APM124 ,10000015,99,,R,,89595,14/08/2025 06:18:40 PM,JF1BS9LC2GG073669,S6,04/08/2025 10:40:51 AM,GRIS OSCURO METALICO,Cliente solicita: * PYP FUNDA DELANTERA DE PARACHOQUE.
10000650,05/05/2025 01:44:11 PM,ATY771 ,10003071,99,,R,,178809,28/05/2025 02:53:47 PM,8AFAR23J5HJ491044,S1,28/05/2025 02:53:42 PM,NEGRO,REVISION GENERAL ELECTRICA Y DE MOTOR
10000663,12/05/2025 09:56:02 AM,F1B497 ,10002956,99,,R,,105779,13/05/2025 10:43:45 AM,KNADN512BE6877613,S6,12/05/2025 10:00:20 AM,GRIS GRAFITO,FRENOS LARGOS MOTOR PESADO LIMPIAPARABRISAS POST REV AMORTIGUADORES
10000664,12/05/2025 03:53:50 PM,BJP586 ,10002952,99,,R,,40670,28/05/2025 03:07:00 PM,JS3TA04V9K4100319,S6,13/05/2025 05:36:11 PM,MARRON,SERVICIO DE MANTENIMIENTO MANTENIMIENTO SISTEMA GLP
10000678,23/05/2025 08:06:57 AM,C9L559 ,10002994,99,,R,,153717,23/06/2025 06:19:42 PM,5KBRL5860CB901414,S7,23/06/2025 06:19:36 PM,GRIS,"Cliente solicita: 1) REVISION TESTIGO D4 PARPADEA EN EL TABLERO. 2) REVISION DE LOS 1,000 KM. 3) REVISON DE ARRANCADOR, FALLO EN LA ENTREGA."
10000691,31/05/2025 08:50:42 AM,F6I196 ,10003090,99,,R,,100000,04/09/2025 09:31:09 AM,WBANE51047B983957,S1,10/07/2025 09:21:07 AM,,UNIDAD LLEGO EN GRUA EVALUACION GENERAL
10000697,04/06/2025 09:22:22 AM,C5N550 ,10003100,99,,R,,311,04/06/2025 05:41:25 PM,WBA11CM00R8E77443,S9,04/06/2025 05:41:14 PM,NEGRO,INSTALACION DE SPOILER Y COBERTOR DE ESPEJO
10000702,06/06/2025 03:41:01 PM,B4Q457 ,10003102,99,,R,,90355,19/06/2025 05:39:41 PM,JS3TE04V1B4613021,S1,19/06/2025 05:31:44 PM,GRIS,REVISION DE FRENOS
10000714,14/06/2025 08:28:20 AM,D8V110 ,10000074,99,,R,,127340,17/06/2025 03:26:22 PM,JM8KE2W72E0204432,S6,17/06/2025 03:26:26 PM,NEGRO,SERVICIO MAYOR RUIDO INTERIOR DE SALON AL ACELERAR
10000719,18/06/2025 10:09:44 AM,T2I235 ,10003107,99,,R,,74983,23/06/2025 06:23:43 PM,JM8KE2W75D0137761,S6,23/06/2025 06:06:21 PM,,AUXILIO MECANICO DIAGNOSTICO POR FALLA
10000725,24/06/2025 09:50:07 AM,APO444 ,10000042,99,,R,,95978,30/07/2025 06:55:58 PM,SALCA2BG4GH556025,S6,26/06/2025 12:12:14 PM,VERDE,Cliente solicita: 1) REVISAR A/C NO FUNCIONA. 2) REPARAR BOMBA HALDEX.
10000727,24/06/2025 12:12:50 PM,AWQ604 ,10001845,99,,R,,83085,30/06/2025 07:57:58 PM,5KBYF5850HB600161,S9,24/06/2025 12:13:24 PM,,RUIDO EN LA DIRECCION DELANTERA
10000728,24/06/2025 12:29:28 PM,F0A657 ,10002849,99,,R,,55669,30/07/2025 07:00:41 PM,KNAJE551897608300,S7,30/07/2025 07:00:36 PM,ROJO,Cliente solicita: 1) CAMBIO DE CONSOLA DE LUZ DE TECHO. 2) CAMBIO DE TAPASOLES.
10000733,26/06/2025 08:11:00 AM,AEU526 ,10002837,99,,R,,141639,05/07/2025 11:49:34 AM,5FNYF4850FB601406,S6,05/07/2025 11:49:37 AM,BLANCO,ELIMINAR FUGAS DE ACEITE
10000736,28/06/2025 09:46:43 AM,BAK164 ,10002948,99,,R,,110889,30/06/2025 07:00:36 PM,WDCDA5GB7HA955462,S6,28/06/2025 12:47:56 PM,BLANCO,SERVICIO MANTENIMIENTO MAYOR
10000741,02/07/2025 04:37:27 PM,F4J461 ,10000007,99,,R,,76431,12/08/2025 02:07:26 PM,KMHJT81EBEU817959,S7,02/07/2025 05:20:06 PM,GRIS,Cliente solicita: 1) Revisar a/c no enfria. 2) Cotizar mando de luna delantero derecho. 3) Revisar luna posterior izquierda a veces no sube ni baja bien. 4) Revisar sonido lado izquierdo al frenar.
10000757,14/07/2025 08:00:01 AM,AAA610 ,10000085,99,,R,,158382,05/08/2025 04:43:41 PM,5FNYF4850FB601440,S6,05/08/2025 04:43:29 PM,NEGRO CRYSTAL,UNIDAD CON SINIESTRO DELANTERO DERECHO DA?OS EN LA DIRECCION BOLSA DE AIRE DESPLEGADA 
10000789,05/08/2025 04:43:49 PM,AAA610 ,10000085,99,,R,,159916,04/09/2025 09:35:36 AM,5FNYF4850FB601440,S6,04/09/2025 09:35:15 AM,NEGRO CRYSTAL,"Cliente solicita: * Planchar y pintura lado delantero derecho. - Guardafando, puerta y estribo delanteros lado derecho. * Colocar terminal pl?stico delantero derecho de riel de techo. * Reparar o cambiar mica de tercera luz de freno. * Apagar testigo de bolsa de aire en tablero."
10000790,05/08/2025 04:50:12 PM,ANU656 ,10003090,99,,R,,80032,14/08/2025 06:15:08 PM,WDDSJ4CB7FN262447,S6,05/08/2025 04:51:54 PM,BLANCO,Cliente solicita: * AUXILIO MECANICO (Grua) * FUGA DE ACEITE POR GOLPE EN PARTE INFERIOR.
10000791,07/08/2025 12:47:32 PM,ACD607 ,10003122,99,,R,,91253,07/08/2025 04:59:34 PM,3HGRM3830FG600531,S6,07/08/2025 04:21:16 PM,NEGRO,Cliente solicita: * CAMBIO DE EMPAQUE DE TAPA BALANCINES. * COTIZAR PYP PARTES AFECTADAS.
10000792,08/08/2025 09:09:42 AM,AZR005 ,10002843,99,,R,,73318,21/08/2025 07:09:25 PM,5KBYF5850HB600643,S6,21/08/2025 07:09:20 PM,PLATA,Cliente solicita: * MOTOR NO DESARROLLA.
10000629,21/04/2025 10:15:48 AM,AUX688 ,10003067,99,,R,,64565,25/04/2025 03:09:50 PM,WDDSJ4DB8HN444773,S6,25/04/2025 03:09:33 PM,ROJO,Cliente solicita: 1) CAMBIO DE VALVULA DE ACEITE. 2) CAMBIO DE BUJIAS. 3) CAMBIO DE DISCOS Y PASTILLAS DE FRENO. VERIFICAR. 4) REVISAR DUREZA DE TIMON.
10000641,28/04/2025 11:09:50 AM,ALN841 ,10003016,99,,R,,164255,08/05/2025 12:17:38 PM,LZWCCAGA4F6049875,S6,06/05/2025 03:36:30 PM,BLANCO,CHOQUE POSTERIOR
10000648,02/05/2025 12:00:23 PM,ASB448 ,10003082,99,,R,,99448,21/05/2025 02:31:43 PM,9BFZB55F2G8583474,S6,21/05/2025 02:28:55 PM,,CLIENTE INDICA QUE EL CAMBIO RETORCESO NO ENTRA
10000655,08/05/2025 08:50:37 AM,C1X566 ,10003083,99,,R,,121212,08/05/2025 06:18:45 PM,KNAKU811DC5225381,S6,08/05/2025 06:18:41 PM,GRIS,REVISAR GUARDAPOLVOS DE PALIER
10000657,08/05/2025 11:50:25 AM,BTP357 ,10002809,99,,R,,87928,08/05/2025 06:44:28 PM,3HGRU5830KM501900,S6,08/05/2025 06:16:40 PM,BLANCO PLATINUM,SERVICIO DE MANTENIMIENTO MENOR COTIZACION POR CHOQUE DELANTERO
